CycID,BH.Q,PER,F_ZT0,F_ZT0.1,F_ZT0.2,F_ZT4,F_ZT4.1,F_ZT4.2,F_ZT8,F_ZT8.1,F_ZT8.2,F_ZT12,F_ZT12.1,F_ZT12.2,F_ZT16,F_ZT16.1,F_ZT16.2,F_ZT20,F_ZT20.1,F_ZT20.2,gene_product,transcript_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007651-RA,0.002571701,24,141,85,143,137,95,126,30,104,82,25,16,4,53,42,105,68,74,85,growth arrest and DNA-damage-inducible protein ,growth arrest and DNA-damage-inducible protein ,GO:0005634, GO:0051726, GO:0005737, GO:0000185, GO:0051726, GO:0005634, GO:0005737, GO:0005634, GO:0051726, GO:0051726, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005369-RA,0.007036104,24,723.318,484.817,830.877,435.055,454.741,522.519,314.5,619.147,678.63,747.1,602.396,79.6235,860.651,810.404,887.322,829.967,741.463,681.044,unspecified product ,unspecified product ,GO:0005654, GO:0005730, GO:0046872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005655-RA,1.24E-04,24,2090.49,2260.83,2058.36,2121.68,2188.9,2591.88,909.112,1912.43,1710.28,170.195,109,2,134.339,154.12,236.552,236.764,336.74,242.423,cycle ,cycle ,GO:0005667, GO:0045944, GO:0003700, GO:0046983, GO:0005737, GO:0005634, GO:0003677, GO:0005515, GO:0006355, GO:0003700, GO:0046983, GO:0006355, GO:0005634, GO:0005634, GO:0005667, GO:0005737,,,,,,,,,,,,,,,,,,,,,
AGAP007511-RA,0.01700415,24,356,263,330,221,229,318,167,301,278,267,178,5,344,328,402,314,353,318,ATP-dependent RNA helicase DDX54/DBP10 ,ATP-dependent RNA helicase DDX54/DBP10 ,GO:0005730, GO:0005730, GO:0006364, GO:0003723, GO:0003724, GO:0006364, GO:0005730, GO:0003724, GO:0003723, GO:0016887, GO:0005524, GO:0005634, GO:0003676, GO:0000166, GO:0003676, GO:0003723, GO:0003723, GO:0003724, GO:0003724, GO:0004386, GO:0005524, GO:0005524, GO:0016787, GO:0005634, GO:0005634,,,,,,,,,,,,
AGAP003981-RA,0.030003949,24,139,85,190,160,103,159,95,128,97,130,101,8,232,209,233,221,223,259,unspecified product ,unspecified product ,GO:0005737, GO:0001401, GO:0007005, GO:0001401, GO:0016021, GO:0015031, GO:0001401, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029752-RA,0.039930755,24,656.036,587.907,668.579,467.096,512.429,663.452,594.309,1135.56,847.681,756.176,615.631,333.812,917.566,1214.31,1191.3,834.952,872.202,775.56,unspecified product ,unspecified product ,GO:0005737, GO:0003676, GO:0005515, GO:0031047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012069-RA,8.73E-04,20,19,17,37,63,62,152,65,46,72,26,14,11,14,17,18,21,20,25,calpain-3 isoform b ,calpain-3 isoform b ,GO:0005737, GO:0004198, GO:0006508, GO:0004198, GO:0006508, GO:0005737, GO:0004198, GO:0006508, GO:0004198, GO:0008233, GO:0008234, GO:0016787, GO:0006508, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,
AGAP005749-RA,0.012864973,20,947,704,993,1166,1196,1900,684,877,977,636,603,293,745,868,893,793,1177,829,glutathione S-transferase omega class 1 ,glutathione S-transferase omega class 1 ,GO:0005737, GO:0004364, GO:0006749, GO:0045174, GO:0045174, GO:0055114, GO:0005737, GO:0004364, GO:0006749, GO:0005515, GO:0004364, GO:0016740, GO:0098869, GO:0005737,,,,,,,,,,,,,,,,,,,,,,,
AGAP002945-RA,0.030003949,24,643,789,754,609,493,736,438,872,638,731,542,386,907,1166,1481,848,950,878,bifunctional glutamyl/prolyl-tRNA synthetase ,bifunctional glutamyl/prolyl-tRNA synthetase ,GO:0005737, GO:0004827, GO:0017101, GO:0006433, GO:0004827, GO:0006433, GO:0005737, GO:0017101, GO:0005737, GO:0005524, GO:0004818, GO:0004827, GO:0006424, GO:0006433, GO:0006412, GO:0043039, GO:0000166, GO:0006418, GO:0004812, GO:0000166, GO:0004812, GO:0004818, GO:0004827, GO:0005524, GO:0006412, GO:0006418, GO:0006424, GO:0006433, GO:0043039, GO:0005737,,,,,,,
AGAP029771-RA,0.003701424,24,176,125,204,115,111,179,124,170,153,181,130,9,254,266,260,204,200,185,unspecified product ,unspecified product ,GO:0005737, GO:0005096, GO:0005096, GO:0043547, GO:0043547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029772-RA,0.01700415,24,138,112,214,105,93,141,94,158,125,163,108,283,236,232,231,165,191,156,unspecified product ,unspecified product ,GO:0005737, GO:0005096, GO:0005096, GO:0043547, GO:0043547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003720-RA,0.039930755,16,340.245,257,465.158,398.196,390.13,512.378,305.339,598.607,526.986,437.533,281.135,16,373.992,432.31,467.35,388.23,474.32,469.984,annexin A4 ,annexin A4 ,GO:0005737, GO:0005509, GO:0005509, GO:0005544, GO:0005509, GO:0005544, GO:0005544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009841-RA,0.030003949,24,240,179,317,178,205,281,112,189,199,165,144,10,185,165,204,185,263,210,unspecified product ,unspecified product ,GO:0005737, GO:0005515, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011462-RA,0.016033583,24,9,5.77822,3,0,2.54303,6.27269,8,8.82853,0,48.6909,15.3223,2.07381,26.1826,34,38,68,72.4478,28.6615,unspecified product ,unspecified product ,GO:0005737, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001219-RA,0.030003949,20,993.613,847.894,1572.5,1547.92,1244.6,1173.08,743.541,932.983,412.624,374.489,354.992,0.125523,275.783,866.535,475.502,1330.05,1774.11,610.625,tubulin alpha-4A chain ,tubulin alpha-4A chain ,GO:0005737, GO:0005525, GO:0000278, GO:0005200, GO:0005874, GO:0000226, GO:0005200, GO:0005525, GO:0000226, GO:0000278, GO:0007017, GO:0005737, GO:0005874, GO:0003924, GO:0005525, GO:0005200, GO:0005874, GO:0007017, GO:0000166, GO:0003924, GO:0003924, GO:0005200, GO:0005525, GO:0005525, GO:0007017, GO:0005737, GO:0005856, GO:0005874, GO:0005874,,,,,,,,
AGAP003831-RA,0.01700415,24,142,118,128,235,195,240,126,278,242,330,216,92,172,265,283,119,156,166,unspecified product ,unspecified product ,GO:0005737, GO:0005634, GO:0009225, GO:0031056, GO:0004649, GO:1990966, GO:0006282, GO:0004649, GO:0006282, GO:0009225, GO:0031056, GO:1990966, GO:0005634, GO:0005737, GO:0005975, GO:0004649, GO:0004649, GO:0005975,,,,,,,,,,,,,,,,,,,
AGAP008049-RA,0.030003949,24,459,366,394,299,331,396,280,406,376,525,386,57,584,529,595,589,487,480,cell division cycle 123 homolog ,cell division cycle 123 homolog ,GO:0005737, GO:0005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002413-RA,0.002571701,24,559.879,362.265,622.185,606.453,595.795,751.575,565.004,1122.33,943.497,950.1,1211.07,155.949,554.305,838.477,802.467,566.394,723.577,780.591,Basic leucine zipper and W2 domain-containing protein 1 ,Basic leucine zipper and W2 domain-containing protein 1 ,GO:0005737, GO:0005737, GO:0005737, GO:0005737, GO:0005737, GO:0005737, GO:0005737, GO:0005737, GO:0005515, GO:0005515, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000010-RA,0.01700415,24,479.652,476.904,740.793,322.747,325.304,485.544,299.329,485.222,420.131,411.969,285.849,467.495,529.359,446.629,596.349,524.926,703.919,507.147,ethanolamine kinase ,ethanolamine kinase ,GO:0005737, GO:0006646, GO:0004305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007643-RB,0.002571701,20,129.902,245.022,213.892,210.161,173.872,215.209,78.2296,105.573,138.142,35.0586,93.509,75.3296,114.248,165.259,198.526,316.572,220.993,197.114,"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide 2 ","Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide 2 ",GO:0005737, GO:0007165, GO:0034613, GO:0005737, GO:0034613, GO:0007165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029453-RB,0.030003949,24,183.779,355.588,272.499,163.982,413.13,295.882,228.733,542.684,465.463,575.931,622.69,9090.43,444.055,712.129,843.855,276.125,498.191,481.632,unspecified product ,unspecified product ,GO:0005737, GO:0008017, GO:0005634, GO:0004674, GO:0005524, GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002691-RA,0.039930755,24,52.9831,44,44.0259,61,71,51.412,41,84.465,69,77,53,5,42.6285,40,63,44,32.246,36.3004,arrestin domain containing 2 ,arrestin domain containing 2 ,GO:0005737, GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008473-RA,2.98E-04,20,441.158,412.075,378.593,396.088,466.136,468.004,498.578,1133.47,780.69,1614.34,947.122,693.075,527.469,741.486,924.455,294.718,478.873,445.63,unspecified product ,unspecified product ,GO:0005737, GO:0016020, GO:0016020, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010025-RA,0.005153499,20,2762,2419,3284,2957,2723,3842,2375,3503,3267,3266,2212,1032,2558,2594,2888,3223,3027,2877,Rab GDP dissociation inhibitor beta ,Rab GDP dissociation inhibitor beta ,GO:0005737, GO:0016192, GO:0005093, GO:0005093, GO:0016192, GO:0005737, GO:0015031, GO:0007264, GO:0005093, GO:0005096, GO:0005092, GO:0005092, GO:0005093, GO:0005096, GO:0007264, GO:0015031, GO:0043547, GO:0050790, GO:0005737,,,,,,,,,,,,,,,,,,
AGAP012113-RA,0.007036104,24,18446,11977,23094,13211,9794,19403,8439,8606,9716,5327,5548,472,8989,12205,9403,13038,17610,17458,ubiquitin carboxyl-terminal hydrolase L3 ,ubiquitin carboxyl-terminal hydrolase L3 ,GO:0005737, GO:0016579, GO:0004843, GO:0004843, GO:0016579, GO:0005737, GO:0006511, GO:0004843, GO:0004843, GO:0008233, GO:0008234, GO:0016787, GO:0006508, GO:0006511, GO:0006511,,,,,,,,,,,,,,,,,,,,,,
AGAP010866-RA,0.022880709,20,275,138,353,252,280,385,227,315,368,288,245,42,217,209,225,240,210,242,6-phosphogluconolactonase ,6-phosphogluconolactonase ,GO:0005737, GO:0017057, GO:0009051, GO:0017057, GO:0009051, GO:0005737, GO:0005975, GO:0017057, GO:0006098, GO:0016787, GO:0017057, GO:0017057, GO:0005975, GO:0005975, GO:0006098, GO:0006098,,,,,,,,,,,,,,,,,,,,,
AGAP006783-RA,0.00946299,24,168,168,212,179,166,253,128,164,156,154,101,6,115,143,182,160,160,179,"GDPmannose 4,6-dehydratase ","GDPmannose 4,6-dehydratase ",GO:0005737, GO:0019673, GO:0008446, GO:0042351, GO:0008446, GO:0019673, GO:0042351, GO:0005737, GO:0019673, GO:0008446, GO:0008446, GO:0019673,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001971-RA,0.01700415,24,13347.7,6877.04,12850.1,15968,8766.44,19024.4,8576.47,15239.6,13189.7,13246.5,7988.41,129.895,6349.99,7298.16,8521.69,7584.51,6975.91,8341.19,Polyubiquitin-C ,Polyubiquitin-C ,GO:0005737, GO:0031386, GO:0019941, GO:0005634, GO:0016567, GO:0031625, GO:0031386, GO:0031625, GO:0016567, GO:0019941, GO:0005634, GO:0005737, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012394-RA,4.11E-04,24,244.862,281.228,205.5,610.806,881.579,486.063,1226.99,2248.67,1353.93,2314.35,3777.13,9.39181,759.561,771.979,691.453,704.88,438.645,235.769,peptide-methionine (S)-S-oxide reductase ,peptide-methionine (S)-S-oxide reductase ,GO:0005737, GO:0034599, GO:0036456, GO:0008113, GO:0008113, GO:0036456, GO:0034599, GO:0005737, GO:0008113, GO:0008113, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007781-RA,0.005153499,24,2772,1744,3049,2210,2462,2743,1909,3508,3412,4932,3769,8991,2851,3301,4666,2993,2107,2676,eukaryotic translation initiation factor 4E-binding protein 1 ,eukaryotic translation initiation factor 4E-binding protein 1 ,GO:0005737, GO:0045947, GO:0008190, GO:0008190, GO:0045947, GO:0005737, GO:0045947, GO:0008190, GO:0008190, GO:0045947,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008374-RA,0.001269188,24,77,49,85,45,46,69,21,44,40,16,29,0,50,42,43,77,58,67,Inosine triphosphate pyrophosphatase [Source:UniProtKB/Swiss-Prot;Acc:Q7Q4F5] ,Inosine triphosphate pyrophosphatase [Source:UniProtKB/Swiss-Prot;Acc:Q7Q4F5] ,GO:0005737, GO:0047429, GO:0009143, GO:0047429, GO:0009143, GO:0005737, GO:0009117, GO:0036218, GO:0000166, GO:0035529, GO:0047429, GO:0009204, GO:0046872, GO:0009143, GO:0000166, GO:0004551, GO:0016787, GO:0035529, GO:0046872, GO:0047429, GO:0047429, GO:0009117, GO:0009143, GO:0009204, GO:0005737,,,,,,,,,,,,
AGAP000981-RA,0.039930755,24,271,287,410,169,227,299,178,282,264,212,192,1581,290,355,390,325,399,302,nuclear receptor interaction protein ,nuclear receptor interaction protein ,GO:0005737, GO:0080008, GO:0045944, GO:0030374, GO:0030374, GO:0045944, GO:0080008, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029807-RB,0.039930755,24,964.368,955.719,964.517,824.86,563.773,898.666,593.844,976.385,760.616,261.347,207.907,33.0882,285.44,559.112,488.712,324.789,474.68,302.299,unspecified product ,unspecified product ,GO:0005737, GO:0110165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002518-RA,0.005153499,20,389,189,1090,442,1075,636,536,1915,2550,1665,1980,993,667,780,1708,322,264,629,delta-1-pyrroline-5-carboxylate synthetase ,delta-1-pyrroline-5-carboxylate synthetase ,GO:0005739, GO:0004350, GO:0004350, GO:0005739, GO:0005524, GO:0004349, GO:0004350, GO:0055129, GO:0016620, GO:0016491, GO:0003824, GO:0005737, GO:0006561, GO:0000166, GO:0003824, GO:0004349, GO:0004349, GO:0004350, GO:0004350, GO:0005524, GO:0016301, GO:0016491, GO:0016491, GO:0016620, GO:0016740, GO:0006561, GO:0006561, GO:0008652, GO:0016310, GO:0055114, GO:0055114, GO:0055129, GO:0005737, GO:0005739,,,
AGAP004362-RB,0.012864973,24,1113.91,784.243,1141.5,544.308,568.089,1081.5,469.948,699.741,521.215,341.006,334.222,30.7132,303.45,623.484,630.682,368.913,769.929,480.159,glutamate dehydrogenase (NAD(P)+) ,glutamate dehydrogenase (NAD(P)+) ,GO:0005739, GO:0004352, GO:0006538, GO:0004352, GO:0006538, GO:0005739, GO:0004352, GO:0006520, GO:0004354, GO:0016639, GO:0016491, GO:0000166, GO:0016491, GO:0016491, GO:0016639, GO:0006520, GO:0055114, GO:0055114, GO:0006520, GO:0004354, GO:0004352, GO:0016639, GO:0016491, GO:0016491, GO:0016491, GO:0016639, GO:0006520, GO:0055114, GO:0055114, GO:0004354, GO:0016639, GO:0006520, GO:0016491, GO:0016491, GO:0016491, GO:0016639, 
AGAP001235-RB,8.73E-04,20,34.6606,0,19.1169,115.905,69.852,118.183,926.687,1309.33,1033.52,4007.73,3945.09,47240.5,54.9799,74.6616,121.768,10.1929,31.7493,21.8574,phosphatidylserine decarboxylase ,phosphatidylserine decarboxylase ,GO:0005739, GO:0004609, GO:0006646, GO:0004609, GO:0006646, GO:0005739, GO:0005739, GO:0004609, GO:0006646, GO:0004609, GO:0006646, GO:0005739, GO:0004609, GO:0005743, GO:0008654, GO:0004609, GO:0008654, GO:0004609, GO:0005743, GO:0008654, GO:0004609, GO:0008654,,,,,,,,,,,,,,,
AGAP010644-RA,0.00946299,24,160,95,175,99,104,141,57,114,147,96,80,19,168,169,219,193,167,171,"39S ribosomal protein L39, mitochondrial ","39S ribosomal protein L39, mitochondrial ",GO:0005739, GO:0005739, GO:0000166, GO:0000166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002141-RA,0.01700415,24,1522,986,1710,951,1060,1305,1189,1900,1788,1746,1659,124,1933,1918,1920,1724,1479,1728,protein phosphatase PTC7 homolog fig ,protein phosphatase PTC7 homolog fig ,GO:0005739, GO:0005739, GO:0106306, GO:0106307, GO:0046872, GO:0016791, GO:0003824, GO:0004721, GO:0016787, GO:0046872, GO:0006470,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003860-RB,0.030003949,24,2026.41,2265.08,2309.19,1800.78,2423.23,2902.19,1832.15,2650.51,2956.18,2294.31,1225.37,30043.6,2206.35,1660.81,2442.96,1507.86,1330.9,1705.03,proline dehydrogenase ,proline dehydrogenase ,GO:0005739, GO:0010133, GO:0071949, GO:0004657, GO:0004657, GO:0071949, GO:0010133, GO:0005739, GO:0004657, GO:0006562, GO:0004657, GO:0016491, GO:0006560, GO:0006562, GO:0055114, GO:0006562, GO:0004657, GO:0004657, GO:0016491, GO:0006560, GO:0006562, GO:0055114, GO:0006562, GO:0004657, GO:0004657, GO:0016491, GO:0006560, GO:0006562, GO:0055114,,,,,,,,
AGAP000325-RA,0.030003949,16,459.047,314.817,463.027,376.347,377.353,514.561,230.299,317.715,300.624,341.655,209.89,90.3186,377.683,384.707,440.855,323.937,416.176,406.706,"lysyl-tRNA synthetase, class II ","lysyl-tRNA synthetase, class II ",GO:0005739, GO:0017101, GO:0004824, GO:0005829, GO:0000049, GO:0006430, GO:0000049, GO:0004824, GO:0006430, GO:0005739, GO:0005829, GO:0017101, GO:0005524, GO:0004824, GO:0006430, GO:0005737, GO:0003676, GO:0006418, GO:0004812, GO:0000166, GO:0000166, GO:0003676, GO:0004812, GO:0004824, GO:0004824, GO:0005524, GO:0006418, GO:0006430, GO:0005737, GO:0005524, GO:0005737, GO:0003676, GO:0006430, GO:0004824, GO:0006418, GO:0004812, 
AGAP005327-RA,0.005153499,24,316,194,902,363,1024,692,267,531,991,371,238,5,253,167,200,256,136,273,ribonuclease UK114 ,ribonuclease UK114 ,GO:0005739, GO:1901565, GO:0019239, GO:0005829, GO:0019239, GO:1901565, GO:0005739, GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005376-RA,8.73E-04,20,1635,1296,1863,1035,1096,1650,843,1335,1308,1077,1010,602,1404,1503,1603,1596,1656,1603,unspecified product ,unspecified product ,GO:0005741, GO:0006886, GO:0016021, GO:0006886, GO:0005741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007737-RA,1.24E-04,24,876,643,1097,814,1128,1369,1307,2368,2060,3273,2255,621,1599,1640,1836,1475,980,1187,unspecified product ,unspecified product ,GO:0005743, GO:0005634, GO:0004521, GO:0006309, GO:0004519, GO:0000014, GO:0000014, GO:0004518, GO:0004519, GO:0004521, GO:0000737, GO:0006309, GO:0005634, GO:0005739, GO:0005743, GO:0090502,,,,,,,,,,,,,,,,,,,,,
AGAP012900-RA,6.03E-04,20,1831.8,1401.84,2042.17,498.387,604.371,718.099,266.475,430.841,398.353,238.466,255.029,0,819.482,1056.84,800.728,1657.11,1830.03,2158.29,unspecified product ,unspecified product ,GO:0005764, GO:0005615, GO:0004197, GO:0051603, GO:0004197, GO:0051603, GO:0005615, GO:0005764, GO:0006508, GO:0008234, GO:0008234, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003277-RA,0.022880709,20,5105.51,3444.24,6021.33,3691.15,4382.13,8013.66,4401.2,8393.08,6647.74,5499.1,6521.56,131.29,3799.09,4079.84,3630.93,4489.89,4711.23,4798.04,cathepsin D ,cathepsin D ,GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0004190, GO:0006508, GO:0004190, GO:0004190, GO:0008233, GO:0016787, GO:0006508, GO:0006508, 
AGAP003277-RD,0.012864973,24,2900.09,1950.11,3514.25,2861.77,2738.98,2236.23,2192.68,3424.56,2866.76,2936.59,1199.11,42.0974,1375.87,1821.5,1387.18,1942.15,1546.07,2014.98,cathepsin D ,cathepsin D ,GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0004190, GO:0006508, GO:0004190, GO:0004190, GO:0008233, GO:0016787, GO:0006508, GO:0006508, 
AGAP003277-RB,0.00946299,20,2575.7,1572.09,2255.11,2039.54,1779.27,2467.35,1872.58,3690.81,2936.76,1394.54,2088.58,176.618,1013.71,1745.07,1871.43,1856.52,1940.45,1832.9,cathepsin D ,cathepsin D ,GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0005764, GO:0008219, GO:0004190, GO:0006508, GO:0008219, GO:0030163, GO:0005764, GO:0004190, GO:0006508, GO:0004190, GO:0004190, GO:0008233, GO:0016787, GO:0006508, GO:0006508, 
AGAP004928-RA,0.022880709,20,2261,1587,2100,2342,2121,2901,2364,3451,2811,2641,2157,4844,2538,2275,2065,2421,2017,1990,lipopolysaccharide-induced TNF-alpha transcription factor (LITAF-like 6) ,lipopolysaccharide-induced TNF-alpha transcription factor (LITAF-like 6) ,GO:0005765, GO:0046872, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003088-RA,0.002571701,24,3770,2718.84,4647,3416,3034,4452,2521,3241,3155,2420,2228,52,2589,2620,2416,3314,3051,2834,unspecified product ,unspecified product ,GO:0005770, GO:0005765, GO:0005765, GO:0005770, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003934-RA,0.002571701,20,47,58,64,46,58,80,57,95,89,174,180,2,107,78,146,36,31,71,Battenin [Source:UniProtKB/TrEMBL;Acc:Q7Q2B1] ,Battenin [Source:UniProtKB/TrEMBL;Acc:Q7Q2B1] ,GO:0005773, GO:0051453, GO:0005764, GO:0007040, GO:0007034, GO:0007040, GO:0051453, GO:0005764, GO:0005773, GO:0016021, GO:0005765, GO:0016020, GO:0005623, GO:0005765, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,
AGAP001762-RA,0.012864973,24,688,761,940,497,652,706,617,1208,1042,924,758,5706,1116,1252,1350,954,775,744,autophagy related gene ,autophagy related gene ,GO:0005776, GO:0000422, GO:0044805, GO:0034497, GO:0000407, GO:0000045, GO:0000422, GO:0034497, GO:0044805, GO:0000407, GO:0005776, GO:0030659, GO:0000421, GO:0015031, GO:0005794, GO:0016021, GO:0006914, GO:0006914, GO:0006914, GO:0015031, GO:0005794, GO:0016020, GO:0016021, GO:0030659, GO:0031410,,,,,,,,,,,,
AGAP002021-RA,0.003701424,24,806,906,930,824,901,1187,1586,2708,2004,1425,1648,3137,1122,1212,1295,982,1295,956,1-acyl-sn-glycerol-3-phosphate acyltransferase ,1-acyl-sn-glycerol-3-phosphate acyltransferase ,GO:0005783, GO:0003841, GO:0006654, GO:0003841, GO:0006654, GO:0005783, GO:0016021, GO:0003841, GO:0016020, GO:0008654, GO:0016746, GO:0003841, GO:0003841, GO:0016740, GO:0016746, GO:0016746, GO:0006629, GO:0008654, GO:0008654, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,
AGAP003016-RA,0.012864973,24,782,534,1068,939,784,1235,438,901,696,577,346,18,518,575,775,706,557,663,mesencephalic astrocyte-derived neurotrophic factor homolog ,mesencephalic astrocyte-derived neurotrophic factor homolog ,GO:0005783, GO:0005615, GO:0031175, GO:0071542, GO:0031175, GO:0071542, GO:0005615, GO:0005783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000395-RA,0.001855286,20,187,156,278,173,178,218,103,193,149,106,137,56,115,118,149,178,198,176,endoplasmic reticulum protein ,endoplasmic reticulum protein ,GO:0005783, GO:0005783, GO:0005788, GO:0005783, GO:0009306, GO:0009306, GO:0005783, GO:0005788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001721-RA,8.73E-04,24,570,485,799,529,744,808,364,666,681,424,401,212,433,504,547,455,507,504,translocon-associated protein subunit alpha ,translocon-associated protein subunit alpha ,GO:0005783, GO:0005783, GO:0005789, GO:0016021, GO:0005789, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005861-RA,0.001855286,24,517.469,398.412,507.499,561.549,705.721,776.381,464.406,625.413,622.196,125.289,357.891,158.328,310.638,334.364,335.741,153.907,142.895,357.857,Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q5TRB4] ,Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q5TRB4] ,GO:0005783, GO:0005783, GO:0016021, GO:0005783, GO:0005789, GO:0005783, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0005783, GO:0005789, GO:0005783, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,
AGAP005861-RB,0.030003949,20,311.531,157.588,416.501,407.451,498.279,595.619,258.594,531.587,461.804,392.711,374.109,152.672,254.362,214.636,253.259,426.093,376.105,261.143,Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q5TRB4] ,Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q5TRB4] ,GO:0005783, GO:0005783, GO:0016021, GO:0005783, GO:0005789, GO:0005783, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0005783, GO:0005789, GO:0005783, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,
